episode,step,total_reward,extrinsic_reward,intrinsic_reward,action
0,0,0.3863421540545641,0.38593318986951997,0.008179283700883389,1
0,50,-255.92963900794703,-9.860990575765781,0.03252273052930832,1
1,0,1.9525100831423696,1.9521051833887395,0.008097995072603226,1
1,50,-297.67374145872105,-9.466106848221186,0.02708222158253193,1
2,0,-0.06152799743756418,-0.06193595677211647,0.008159186691045761,3
2,50,-305.2465882106571,-14.871096335094183,0.04837077856063843,2
3,0,-1.9467485908201685,-1.9473394647954752,0.011817479506134987,3
3,50,-84.21839376164255,6.852869629556239,0.008727505803108215,3
4,0,0.8255788868469619,0.8251176191670322,0.009225353598594666,3
4,50,-118.70083728799737,-3.352173897464752,0.0038892743177711964,0
5,0,-1.2705921685899386,-1.2707532709342206,0.003222046885639429,3
5,50,-179.3382929683244,-4.511724429452727,0.0017918217927217484,0
6,0,1.9752344302495157,1.9750716386141403,0.0032558327075093985,1
6,50,-107.82208019846254,-2.0585548525303623,0.01280265487730503,3
7,0,1.1259271380959501,1.12568041612417,0.0049344394356012344,1
7,50,-85.71188637819107,-0.7355260431467332,0.0012019486166536808,1
8,0,-2.568380734143345,-2.568788423860012,0.008153794333338737,1
8,50,-118.21993419303594,0.13581338210119157,0.005468748509883881,3
9,0,2.096164024665826,2.096115433521676,0.00097182288300246,1
9,50,-230.3472234632308,-0.8357329056160825,0.0034313416108489037,3
10,0,0.026213751501076105,0.026156363869689586,0.0011477526277303696,1
10,50,-162.47510237724111,-2.874719532031206,0.0015824864385649562,1
11,0,2.4011405500547096,2.4010950665477266,0.0009096701396629214,3
11,50,-172.16281758673475,-2.6000901322329057,0.0014922533882781863,3
12,0,2.008080733428365,2.0080383888306144,0.0008468919550068676,1
12,50,-136.26759703037982,-4.14375351604022,0.0010541798546910286,1
13,0,-0.15589241489380926,-0.15593317572222418,0.0008152165682986379,1
13,50,-77.65663095591492,0.49199192643024614,0.001841509947553277,3
14,0,2.1643571750873165,2.1643466515322145,0.00021047110203653574,1
14,50,-178.97669168788948,-5.21580984013164,0.001736542209982872,1
15,0,0.8061724448477104,0.8061304000921734,0.0008408951107412577,1
15,50,-90.81753651215166,-1.8223378559265189,0.00023759814212098718,3
16,0,0.9085571761089067,0.9085265797234297,0.0006119277095422149,1
16,50,-46.443689173486796,-3.4820960073303397,0.0016392525285482407,1
17,0,-0.08844116323119124,-0.08845645745125694,0.00030588440131396055,1
18,0,1.985237965070304,1.985215466541889,0.0004499705682974309,1
18,50,-60.10579683800414,1.2222640669841678,0.0005453944904729724,1
19,0,1.418430153198433,1.418386902100765,0.0008650219533592463,3
19,50,-14.21178669421243,1.535685289759216,0.0009561402257531881,3
20,0,-0.28836080552107324,-0.2884207183986962,0.001198257552459836,3
20,50,-23.628376782965525,0.8226844917998062,0.002923052292317152,1
21,0,1.1253740662590486,1.1253257597270772,0.0009661306394264102,1
21,50,-97.41885396777602,-0.026840983497691012,0.0005936279194429517,3
22,0,0.6462323051728686,0.6461581889740569,0.0014823239762336016,3
22,50,-48.60573810734259,-1.035249838147904,0.0011946908198297024,1
23,0,0.8802844229611719,0.8802424760498024,0.0008389382273890078,3
23,50,-102.33414555896763,-3.837037357025251,0.001336405286565423,1
24,0,0.19424300745619236,0.1942168324576994,0.0005234999698586762,1
24,50,-79.24424631734702,10.281384897003564,0.031714923679828644,1
25,0,-0.13982635531124174,-0.13986094468987062,0.0006917875725775957,3
25,50,-119.74353840211393,1.1581063249018098,0.0024847951717674732,1
26,0,-0.3099042969773382,-0.30994351583242863,0.0007843771018087864,3
26,50,-152.32894632774708,-1.7187293770396923,0.0014234264381229877,1
27,0,1.4083836529278766,1.4083472921387863,0.0007272157818078995,3
27,50,-90.13497121561312,-0.3950054838245751,0.0010822294279932976,1
28,0,-0.760578325734274,-0.7605987034389148,0.0004075540928170085,1
28,50,-71.3292129064918,-1.6474400736271935,0.0018609610851854086,1
29,0,-0.4641611406630364,-0.464191092855599,0.0005990438512526453,1
29,50,-80.6391951143574,-0.9032649249395763,0.001040228409692645,1
30,0,1.5361888025642612,1.536123398957984,0.0013080721255391836,1
30,50,-51.054749271236794,-3.9788208994084173,0.0008502714335918427,3
31,0,-0.5743941445975383,-0.5744154429029027,0.00042596610728651285,1
31,50,51.09140554584992,142.21216911916628,0.04844465106725693,1
32,0,0.035909585497308855,0.035749733290601854,0.0031970441341400146,1
32,50,-41.01806577362268,-0.9886544378707345,0.0014307377859950066,3
33,0,-0.2828374017652254,-0.2829034653416034,0.0013212715275585651,3
33,50,-147.4803448953178,-1.9186558142398826,0.003366281744092703,1
34,0,0.11187438690510135,0.1118081512435947,0.0013247132301330566,3
34,50,-91.21563683686807,-1.7479458499485645,0.0009286575950682163,0
35,0,-0.7470252305599376,-0.7470770719150994,0.0010368271032348275,1
35,50,-73.93658816486574,-2.6835191950931674,0.0009354191715829074,3
36,0,-1.047447246853584,-1.0474931734023574,0.0009185309754684567,3
36,50,-121.5849580688983,-2.6637542369629728,0.006254284176975489,0
37,0,0.48243257150656516,0.48239752553249216,0.000700919481460005,3
37,50,-111.74072381834775,-3.0928018952871796,0.001126327901147306,3
38,0,0.45306185506356766,0.4530403538084624,0.0004300251021049917,1
38,50,-50.683937265784635,8.469213453284711,0.014579309150576591,1
39,0,-0.4153291929650709,-0.4153924754434388,0.0012656495673581958,3
39,50,-150.34416336734557,-3.4970897988130787,0.0008614062098786235,0
40,0,-0.20192032641942206,-0.20194737352292577,0.0005409420700743794,3
40,50,-118.45452381911235,-1.8914958999825444,0.0011192611418664455,0
41,0,0.810671400632317,0.8105919483102195,0.001589046441949904,3
41,50,-69.2174303610369,-2.916236166871329,0.001030217856168747,0
42,0,0.4224011486494714,0.42236468339800237,0.0007293050293810666,3
42,50,-74.35286756167284,36.45174405910936,0.06183561682701111,1
43,0,2.04473373826183,2.0446947035233918,0.0007806947687640786,3
43,50,-60.555380320855456,-2.5362404383440365,0.0004435150767676532,3
44,0,-0.19666946895117007,-0.19671034509187166,0.0008175228140316904,1
44,50,-17.305803598715706,1.8121083310741437,0.00029061941313557327,3
45,0,2.063947379875732,2.0638994636523207,0.000958324468228966,3
45,50,-59.05665702149152,-0.774941785470445,0.0008900271495804191,1
46,0,1.951895237962283,1.9518453456207976,0.0009978468297049403,3
46,50,-72.47009506345913,-2.6812767174873486,0.0002874124620575458,3
46,100,29.640498531139112,4.119308733865297,0.003309164894744754,3
47,0,1.168072820001488,1.1680482289411327,0.0004918212071061134,3
47,50,-47.69909165426506,0.014151118043942007,0.000745022960472852,1
48,0,-1.5937801983348538,-1.5938132255362791,0.0006605440285056829,3
48,50,-128.46353200705505,-2.4864320791318733,0.009376076981425285,0
49,0,0.9225440418594997,0.9224900585497278,0.0010796661954373121,3
49,50,-100.90440895685737,-2.327879473462872,0.0008101558778434992,0
50,0,0.9900638022672479,0.9900458061785298,0.0003599217743612826,3
50,50,-90.04075084128533,-2.3301622165159586,0.0003648261190392077,0
51,0,2.5074589290689926,2.5074312519257673,0.0005535428645089269,1
51,50,-54.28402255225018,-3.065747831542808,0.0005472294869832695,0
52,0,0.15790945566796608,0.15784740215704687,0.001241070218384266,3
52,50,-28.467361618627418,0.4514578612075024,0.0018521908205002546,1
53,0,-1.1075649011270958,-1.1076946359682711,0.0025946968235075474,1
53,50,-56.109458997084026,0.3933915888808315,0.0017623230814933777,0
54,0,1.3319621983914272,1.3319262696137752,0.0007185755530372262,1
54,50,-30.212629045295063,0.19534315605940947,0.00037421428714878857,1
55,0,-1.7636187732563247,-1.7636364874264234,0.0003542834019754082,3
55,50,-51.82147821014126,-0.5933464195784666,0.0006602568901143968,0
56,0,-1.839921107009029,-1.8399444392996134,0.00046664581168442965,3
56,50,-43.34663016126025,-0.6095591720901996,0.0005572325317189097,3
57,0,-0.8716510925700436,-0.8716765842047767,0.0005098326946608722,3
57,50,-19.63674534317293,1.0258866577871981,0.026352055370807648,1
58,0,1.0836466038037837,1.0836160012832192,0.0006120504112914205,1
58,50,-32.82423781044404,-0.3269026578034573,0.0009655296453274786,1
59,0,-0.6882824374571488,-0.6883380142947704,0.0011115367524325848,1
59,50,-53.62188227958025,1.5864337115085163,0.00233642989769578,2
59,100,-112.85274061515948,-9.223496091133871,0.016227394342422485,2
60,0,1.8537147693400482,1.853690951910438,0.0004763485922012478,1
60,50,-27.330096056752772,0.0882968511228637,0.0004740955773741007,3
61,0,1.5905615199372005,1.5905485544892326,0.00025930895935744047,3
61,50,-31.169895816843606,1.1388495109135033,0.0005529284244403243,1
62,0,0.6973735504283024,0.697345313053803,0.0005647474899888039,1
62,50,-187.94769171709277,-8.662992522445553,0.0027984539046883583,2
62,100,-370.0965973260821,-5.192840769004561,0.005468346178531647,1
62,150,-863.2502340824583,-16.479709215978374,0.014990830793976784,1
63,0,-2.1692033883136377,-2.1692204425965813,0.0003410856588743627,1
63,50,-27.904351966631033,1.342077235174288,0.0006228044512681663,3
64,0,0.1648111415917083,0.1647791925213096,0.0006389814079739153,3
64,50,-103.67742270623425,-0.29510642889439853,0.0017058189259842038,3
65,0,2.1512464855013107,2.151221145937002,0.0005067912861704826,3
65,50,-47.69353738626757,-2.352852189651371,0.0006670127622783184,1
66,0,0.6868305293237551,0.6868005923059297,0.0005987403565086424,3
66,50,-52.245764713296396,-0.12068929241334445,0.0009332065237686038,3
67,0,-0.1643522326099958,-0.1643657306435091,0.00026996067026630044,1
67,50,-46.48078098512706,-1.55682193671194,0.0007316441042348742,3
68,0,1.6497623839493951,1.6497390542897972,0.00046659319195896387,1
68,50,-43.4140518858447,1.8208177644515626,0.0003974953724537045,1
69,0,2.707030491987656,2.707014577332133,0.00031829311046749353,3
69,50,-41.56610201046386,-0.6531957513172972,0.001138297375291586,1
70,0,0.6101765370859266,0.6101271244628788,0.0009882524609565735,3
70,50,-0.37763563752859974,-0.02582324132343955,0.018255800008773804,2
71,0,-1.272627863973945,-1.2726453080474005,0.0003488814691081643,3
71,50,-53.97177594021637,0.026205184562969636,0.0005469460156746209,1
72,0,0.35146416362071703,0.3514348009960895,0.0005872524925507605,3
72,50,-65.34256467496134,-1.2207667960975914,0.001206914079375565,1
73,0,2.316476734448487,2.316452136938723,0.0004919501952826977,3
73,50,-42.6692527879801,-0.19444592007940173,0.0004128746222704649,3
74,0,-0.5618205778306833,-0.5618430182416592,0.00044880821951664984,1
74,50,-20.413201519978337,-1.5531397083257332,0.009151282720267773,2
75,0,2.4260055949125685,2.42598724141135,0.00036707002436742187,3
75,50,-17.418923718824946,-0.9945033974095441,0.00040190888103097677,3
76,0,0.18904501235800922,0.189023630399505,0.00042763917008414865,3
76,50,-27.308418543551436,-1.2807960160312735,0.0008796229376457632,1
77,0,1.2419898234681637,1.2419613652654402,0.0005691640544682741,3
77,50,-10.02836740729311,-0.49115797028826935,0.0005028515588492155,3
78,0,1.6223241309275693,1.6222880634701653,0.0007213491480797529,0
78,50,-49.40640297369072,-0.7530304857648946,0.000287820294033736,3
79,0,1.1433938874269074,1.14337912448417,0.0002952588547486812,0
79,50,-58.08961560414151,-1.6909281953919322,0.0005359873175621033,3
80,0,1.2150152411230863,1.2149763325497531,0.0007781714666634798,0
80,50,-73.62447635300344,-1.0852467546097262,0.0004209872568026185,3
81,0,1.678356815351202,1.6783377232326018,0.000381842372007668,0
81,50,-57.371680070863995,-1.5397698797780481,0.000545819872058928,3
82,0,0.8915449302737,0.8915152996668223,0.0005926121375523508,1
82,50,-5.381543819165959,0.4971064871350109,0.0005829865112900734,2
83,0,-1.987986788816487,-1.9880058870439814,0.0003819645498879254,3
83,50,-80.33094202213896,-2.6713405920323225,0.0009199859923683107,0
84,0,-1.0324734947651042,-1.0324876048172473,0.0002822010428644717,1
84,50,-10.15878732711858,-1.4521703948140499,0.0011802819790318608,2
85,0,-1.0668420292877159,-1.06693935824768,0.0019465791992843151,0
85,50,-42.67953376228606,-0.8069470613120757,0.0030073714442551136,2
85,100,-47.37323003389426,2.4565173015115263,0.003277732292190194,3
85,150,-160.73452066509452,-4.131619478389921,0.002379058627411723,1
86,0,1.8458485102447253,1.8458075685651079,0.0008188335923478007,3
86,50,-14.211015880327142,-0.5557634327873007,0.0006502197356894612,3
87,0,0.13561732363385318,0.13558817699166184,0.0005829328438267112,1
87,50,-14.440105183154072,-0.8656206621462161,0.0005991531652398407,2
